Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270100097381,,C,Кардашівка
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270110078672,,C,Кирияківщина
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270120041161,,C,Липняк
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270130049354,,C,Микільське
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270140072850,,C,Піщане
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270150041671,,C,Пушкарівка
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270160081792,,C,Радьківка
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270170091697,,C,Рибці
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270180098481,,C,Стецьківка
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270190056111,,C,Трохименкове
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270200083305,,C,Хомине
UA59000000000057109,UA59080000000057897,UA59080270000073662,UA59080270210022071,,C,Шевченкове
UA59000000000057109,UA59080000000057897,UA59080290000021284,,,H,Хотінська
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290010046940,,T,Хотінь
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290020076456,,C,Андріївка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290030093566,,C,Біловоди
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290040076082,,C,Веселівка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290050047087,,C,Водолаги
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290060031970,,C,Володимирівка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290070062480,,C,Журавка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290080084186,,C,Кіндратівка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290090038146,,C,Костянтинівка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290100045507,,C,Новомиколаївка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290110068619,,C,Олексіївка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290120059843,,C,Перше Травня
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290130056223,,C,Писарівка
UA59000000000057109,UA59080000000057897,UA59080290000021284,UA59080290140055236,,C,Степне
UA59000000000057109,UA59080000000057897,UA59080310000049988,,,H,Юнаківська
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310010046655,,C,Юнаківка
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310020044337,,C,Басівка
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310030036615,,C,Корчаківка
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310040065977,,C,Локня
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310050056017,,C,Могриця
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310060076302,,C,Нова Січ
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310070011534,,C,Новеньке
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310080086528,,C,Садки
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310090027348,,C,Храпівщина
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310100055321,,C,Яблунівка
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310110071740,,X,Варачине
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310120047913,,X,Іволжанське
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310130036993,,X,Кияниця
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310140046057,,X,Мала Корчаківка
UA59000000000057109,UA59080000000057897,UA59080310000049988,UA59080310150037367,,X,Мар’їне
UA59000000000057109,UA59100000000036457,,,,P,Шосткинський
UA59000000000057109,UA59100000000036457,UA59100010000064812,,,H,Березівська
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010010091247,,C,Береза
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010020098335,,C,Горіле
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010030083282,,C,Гута
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010040084293,,C,Долина
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010050063851,,C,Жалківщина
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010060075406,,C,Землянка
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010070091383,,C,Іващенкове
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010080077668,,C,Клочківка
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010090063411,,C,Кривенкове
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010100088540,,C,Кушкине
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010110071379,,C,Масензівка
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010120024936,,C,Нарбутівка
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010130045492,,C,Обложки
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010140092682,,C,Одрадне
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010150097571,,C,Первомайське
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010160012990,,C,Перше Травня
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010170060344,,C,Попівщина
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010180097253,,C,Слоут
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010190085415,,C,Шакутівщина
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010200033373,,C,Шевченкове
UA59000000000057109,UA59100000000036457,UA59100010000064812,UA59100010210026598,,X,Есмань
UA59000000000057109,UA59100000000036457,UA59100030000078744,,,H,Глухівська
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030010033445,,M,Глухів
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030020072642,,C,Баничі
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030030030587,,C,Білокопитове
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030040042236,,C,Будища
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030050089724,,C,Вікторове
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030060052436,,C,Вознесенське
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030070065342,,C,Годунівка
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030080067934,,C,Дунаєць
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030090072456,,C,Заруцьке
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030100094431,,C,Іонине
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030110049002,,C,Калюжне
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030120067624,,C,Кравченкове
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030130047725,,C,Мацкове
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030140014598,,C,Москаленки
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030150050689,,C,Некрасове
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030160079723,,C,Перемога
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030170014698,,C,Полошки
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030180031553,,C,Привілля
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030190097463,,C,Семенівка
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030200021658,,C,Сліпород
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030210027086,,C,Сутиски
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030220045808,,C,Уздиця
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030230018887,,C,Хотминівка
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030240090308,,C,Щебри
UA59000000000057109,UA59100000000036457,UA59100030000078744,UA59100030250079348,,X,Будівельне
UA59000000000057109,UA59100000000036457,UA59100050000059594,,,H,Дружбівська
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050010097062,,M,Дружба
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050020033099,,C,Бугор
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050030088174,,C,Василець
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050040015938,,C,Довжик
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050050045348,,C,Дорошенкове
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050060019147,,C,Дорошівка
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050070051653,,C,Косинське
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050080042320,,C,Микитське
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050090052022,,C,Об’єднане
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050100063142,,C,Палащенкове
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050110012156,,C,Романькове
UA59000000000057109,UA59100000000036457,UA59100050000059594,UA59100050120071134,,C,Чуйківка
UA59000000000057109,UA59100000000036457,UA59100070000019079,,,H,Есманьська
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070010055907,,T,Есмань
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070020089203,,C,Баранівка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070030038679,,C,Бачівськ
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070040064155,,C,Біла Береза
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070050057389,,C,Бобилівка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070060046634,,C,Вишеньки
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070070056440,,C,Вільна Слобода
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070080057652,,C,Комарівка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070090085763,,C,Кореньок
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070100048723,,C,Кучерівка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070110094841,,C,Лужки
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070120059111,,C,Мала Слобідка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070130039234,,C,Муравейня
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070140075926,,C,Потапівка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070150016589,,C,Пустогород
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070160054243,,C,Сидорівка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070170068453,,C,Смикарівка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070180023977,,C,Смолине
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070190030721,,C,Сопич
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070200079325,,C,Студенок
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070210018855,,C,Суходіл
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070220067582,,C,Товстодубове
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070230010754,,C,Тополя
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070240018649,,C,Уланове
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070250092361,,C,Фотовиж
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070260075866,,C,Харківка
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070270062293,,C,Ходуня
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070280073036,,C,Червона Зоря
UA59000000000057109,UA59100000000036457,UA59100070000019079,UA59100070290041550,,C,Яструбщина
UA59000000000057109,UA59100000000036457,UA59100090000041284,,,H,Зноб-Новгородська
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090010096036,,T,Зноб-Новгородське
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090020049926,,C,Боровичі
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090030058188,,C,Василівське
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090040067960,,C,Голубівка
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090050022537,,C,Журавка
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090060063396,,C,Заріччя
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090070014696,,C,Зноб-Трубчевська
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090080033612,,C,Карпеченкове
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090090072264,,C,Красноярське
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090100038189,,C,Кренидівка
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090110066650,,C,Кривоносівка
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090120090949,,C,Кудоярове
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090130026734,,C,Кустине
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090140082431,,C,Лісне
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090150093222,,C,Любахове
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090160018482,,C,Люте
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090170022191,,C,Мефедівка
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090180039039,,C,Нововасилівка
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090190027370,,C,Очкине
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090200093274,,C,Поліське
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090210087059,,C,Стягайлівка
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090220046859,,C,Таборище
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090230032641,,C,Українське
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090240020209,,C,Улиця
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090250088181,,C,Уралове
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090260099551,,C,Хильчичі
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090270073237,,C,Червоне
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090280076604,,C,Четвертакове
UA59000000000057109,UA59100000000036457,UA59100090000041284,UA59100090290035482,,C,Чигин
UA59000000000057109,UA59100000000036457,UA59100110000012703,,,H,Свеська
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110010010275,,T,Свеса
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110020058197,,C,Веселий Гай
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110030080573,,C,Гирине
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110040079339,,C,Дем’янівка
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110050028816,,C,Зелена Діброва
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110060076868,,C,Зорине
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110070040818,,C,Княжичі
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110080013208,,C,Ломленка
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110090047601,,C,Марчихина Буда
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110100093086,,C,Микитівка
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110110043002,,C,Орлів Яр
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110120091143,,C,Орлівка
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110130040821,,C,Ржане
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110140051764,,C,Родіонівка
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110150039750,,C,Руденка
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110160090970,,C,Степанівка
UA59000000000057109,UA59100000000036457,UA59100110000012703,UA59100110170098237,,C,Шевченкове
UA59000000000057109,UA59100000000036457,UA59100130000041016,,,H,Середино-Будська
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130010040668,,M,Середина-Буда
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130020055630,,C,Василівка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130030026184,,C,Велика Берізка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130040052171,,C,Винторівка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130050047024,,C,Гаврилова Слобода
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130060042497,,C,Гутко-Ожинка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130070059619,,C,Демченкове
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130080071140,,C,Жихове
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130090045051,,C,Кам’янка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130100051119,,C,Красичка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130110061868,,C,Лісова Поляна
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130120096699,,C,Луг
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130130062776,,C,Лукашенкове
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130140060108,,C,Нова Гута
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130150031668,,C,Нововолодимирівка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130160059368,,C,Перемога
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130170069359,,C,Пигарівка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130180015233,,C,Порохонь
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130190029064,,C,Ріг
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130200017760,,C,Рожковичі
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130210059005,,C,Ромашкове
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130220013312,,C,Рудня
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130230035278,,C,Ситне
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130240020221,,C,Сорокине
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130250026385,,C,Стара Гута
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130260029668,,C,Троїцьке
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130270088279,,C,Хлібороб
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130280071639,,C,Чернацьке
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130290060226,,C,Шалимівка
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130300019429,,C,Ясна Поляна
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130310061981,,X,Зарічне
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130320076730,,X,Нова Спарта
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130330063307,,X,Прогрес
UA59000000000057109,UA59100000000036457,UA59100130000041016,UA59100130340039428,,X,Рудак
UA59000000000057109,UA59100000000036457,UA59100150000074932,,,H,Шалигинська
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150010020034,,T,Шалигине
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150020011751,,C,Вовківка
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150030046661,,C,Гудове
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150040041815,,C,Ємадикине
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150050022105,,C,Катеринівка
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150060025027,,C,Сваркове
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150070019727,,C,Соснівка
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150080051720,,C,Старикове
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150090076976,,C,Ходине
UA59000000000057109,UA59100000000036457,UA59100150000074932,UA59100150100042655,,C,Черневе
UA59000000000057109,UA59100000000036457,UA59100170000093676,,,H,Шосткинська
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170010017917,,M,Шостка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170020081397,,T,Вороніж
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170030054762,,C,Бензики
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170040052082,,C,Богданівка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170050092674,,C,Богданка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170060073222,,C,Великий Ліс
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170070082604,,C,Вовна
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170080042256,,C,Гамаліївка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170090078205,,C,Глазове
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170100018986,,C,Гудівщина
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170110046474,,C,Гукове
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170120022837,,C,Дібрівка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170130040111,,C,Заболотне
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170140082015,,C,Івот
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170150021807,,C,Каліївка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170160057495,,C,Клишки
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170170015975,,C,Ковтунове
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170180058258,,C,Крупець
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170190017720,,C,Курдюмівка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170200063932,,C,Лісне
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170210089903,,C,Лушники
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170220056139,,C,Макове
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170230076970,,C,Масиків
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170240091235,,C,Миронівка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170250082315,,C,Московське
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170260020463,,C,Ображіївка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170270057858,,C,Остроушки
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170280064117,,C,Пирогівка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170290073346,,C,Погребки
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170300080440,,C,Свірж
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170310052798,,C,Собич
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170320099772,,C,Собичеве
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170330011637,,C,Солотвине
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170340099560,,C,Тиманівка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170350013467,,C,Холодівщина
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170360052959,,C,Чапліївка
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170370037884,,C,Чорні Лози
UA59000000000057109,UA59100000000036457,UA59100170000093676,UA59100170380015944,,C,Шкирманівка
UA59000000000057109,UA59100000000036457,UA59100190000010734,,,H,Ямпільська
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190010090128,,T,Ямпіль
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190020033412,,C,Антонівка
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190030077842,,C,Базелівщина
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190040089763,,C,Білиця
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190050051184,,C,Воздвиженське
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190060014023,,C,Говорунове
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190070024638,,C,Грем’ячка
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190080095892,,C,Деражня
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190090034960,,C,Діброва
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190100038939,,C,Івотка
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190110080018,,C,Імшана
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190120081138,,C,Лісне
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190130051104,,C,Майське
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190140039962,,C,Окіп
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190150041138,,C,Олександрівське
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190160028910,,C,Олине
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190170022439,,C,Ольгине
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190180054003,,C,Паліївка
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190190021468,,C,Папірня
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190200044884,,C,Прудище
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190210038539,,C,Рождественське
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190220074577,,C,Ростов
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190230061232,,C,Скобичівське
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190240086144,,C,Сороковий Клин
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190250086066,,C,Степне
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190260046437,,C,Туранівка
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190270080089,,C,Усок
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190280050744,,C,Феофілівка
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190290042893,,C,Чижикове
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190300089502,,C,Шатрище
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190310044052,,X,Неплюєве
UA59000000000057109,UA59100000000036457,UA59100190000010734,UA59100190320068795,,X,Привокзальне
UA61000000000060328,,,,,O,Тернопільська
UA61000000000060328,UA61020000000016944,,,,P,Кременецький
UA61000000000060328,UA61020000000016944,UA61020010000028670,,,H,Борсуківська
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010010012160,,C,Борсуки
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010020089893,,C,Борщівка
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010030045692,,C,Великі Кусківці
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010040039526,,C,Мала Снігурівка
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010050010369,,C,Маневе
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010060048383,,C,Нападівка
UA61000000000060328,UA61020000000016944,UA61020010000028670,UA61020010070043653,,C,Передмірка
