Кодифікатор,Код об'єкта КОАТУУ ,Категорія об’єкта,Назва об’єкта
UA56080070180025571,5621888205,С,Кривиця
UA56080070190038174,5621885402,С,Крупове
UA56080070200022266,5621887702,С,Кураш
UA56080070210068408,5621883901,С,Лісове
UA56080070220035807,5621888206,С,Літвиця
UA56080070230044664,5621884601,С,Лютинськ
UA56080070240026174,5621885401,С,Мочулище
UA56080070250098439,5621885601,С,Нивецьк
UA56080070260080747,5621883903,С,Озерськ
UA56080070270035368,5621887703,С,Орв’яниця
UA56080070280091108,5621885901,С,Осова
UA56080070290082180,5621885403,С,Острівці
UA56080070300057408,5621880605,С,Підлісне
UA56080070310093124,5621883405,С,Порубка
UA56080070320033715,5621885603,С,Працюки
UA56080070330098358,5621881305,С,Різки
UA56080070340020459,5621886901,С,Сварицевичі
UA56080070350057611,5621887301,С,Селець
UA56080070360086023,5621887701,С,Соломіївка
UA56080070370088698,5621888201,С,Трипутня
UA56080070380082024,5621880403,С,Узлісся
UA56080070390049794,5621881307,С,Шахи
UA56080070400051760,5621887302,С,Ясинець
UA56080090000098391,5625455400,Н,Клесівська
UA56080090010040688,5625455400,Т,Клесів
UA56080090020076360,5625455403,С,Карасин
UA56080090030062621,5625455404,С,Карпилівка
UA56080090040087924,5625455401,С,Клесів
UA56080090050092899,5625455402,С,Пугач
UA56080090060078271,5625455405,С,Рудня-Карпилівська
UA56080090070058019,5625455406,Х,Страшеве
UA56080110000056503,5621885000,Н,Миляцька
UA56080110010064146,5621885001,С,Миляч
UA56080110020062054,5621885002,С,Біле
UA56080110030020539,5621885003,С,Будимля
UA56080110040039727,5621885004,С,Жадень
UA56080110050081156,5621885007,С,Лугове
UA56080110060087480,5621885005,С,Переброди
UA56080110070013989,5621885006,С,Смородськ
UA56080110080037086,5621885008,С,Удрицьк
UA56080110090060824,5621885009,С,Хочин
UA56080130000056682,5625485400,Н,Немовицька
UA56080130010047347,5625485401,С,Немовичі
UA56080130020081536,5625485402,С,Гута-Перейма
UA56080130030037859,5625485405,С,Зносичі
UA56080130040083007,5625485403,С,Катеринівка
UA56080130050020183,5625485406,С,Тинне
UA56080130060054636,5625485404,Х,Немовичі
UA56080150000069525,5625055100,Н,Рокитнівська
UA56080150010051265,5625055100,Т,Рокитне
UA56080150020095282,5625055500,Т,Томашгород
UA56080150030021283,5625080401,С,Біловіж
UA56080150040030633,5625081302,С,Більськ
UA56080150050089942,5625081301,С,Блажове
UA56080150060055477,5625081701,С,Борове
UA56080150070013065,5625085002,С,Буда
UA56080150080054977,5625086202,С,Будки-Сновидовицькі
UA56080150090072996,5625084402,С,Дерть
UA56080150100039126,5625087402,С,Єльне
UA56080150110052187,5625081303,С,Залав’я
UA56080150120014529,5625083801,С,Карпилівка
UA56080150130016341,5625084401,С,Кисоричі
UA56080150140035717,5625080402,С,Купель
UA56080150150034673,5625085602,С,Лісове
UA56080150160075732,5625085001,С,Масевичі
UA56080150170086792,5625080403,С,Мушні
UA56080150180014639,5625081702,С,Нетреба
UA56080150190052305,5625084403,С,Олександрівка
UA56080150200091171,5625085603,С,Осницьк
UA56080150210012770,5625086203,С,Остки
UA56080150220047099,5625085601,С,Рокитне
UA56080150230061825,5625086201,С,Сновидовичі
UA56080150240068672,5625085604,С,Старики
UA56080150250059478,5625087401,С,Томашгород
UA56080170000055864,5625410100,Н,Сарненська
UA56080170010061049,5625410100,М,Сарни
UA56080170020077516,5625484402,С,Білятичі
UA56080170030082959,5625480502,С,Бутейки
UA56080170040059239,5625480501,С,Велике Вербче
UA56080170050090060,5620883002,С,Велихів
UA56080170060010558,5625480503,С,Вирка
UA56080170070024644,5625487602,С,Висове
UA56080170080072432,5625484803,С,Глушицьке
UA56080170090074185,5625484802,С,Глушиця
UA56080170100038319,5620883001,С,Городець
UA56080170110054084,5625487603,С,Довге
UA56080170120051097,5625484807,С,Дубки
UA56080170130077094,5625482503,С,Іванівка
UA56080170140042562,5625485802,С,Копище
UA56080170150060667,5625482801,С,Корост
UA56080170160022083,5625482501,С,Костянтинівка
UA56080170170063443,5625483401,С,Кричильськ
UA56080170180045593,5625484401,С,Любиковичі
UA56080170190036745,5625484801,С,Люхча
UA56080170200079002,5625482802,С,Мале Вербче
UA56080170210017739,5625484403,С,Мар’янівка
UA56080170220038401,5625487202,С,Маслопуща
UA56080170230056207,5625484809,С,Обірки
UA56080170240077100,5625482803,С,Одринки
UA56080170250088606,5625482505,С,Орлівка
UA56080170260047736,5625483403,С,Поляна
UA56080170270068673,5625485801,С,Ремчиці
UA56080170280056948,5620883003,С,Сварині
UA56080170290093057,5625487201,С,Стрільськ
UA56080170300022415,5625485804,С,Тріскині
UA56080170310033569,5625487601,С,Тутовичі
UA56080170320022143,5625483405,С,Убереж
UA56080170330031773,5625483407,С,Угли
UA56080170340042029,5625487604,С,Цепцевичі
UA56080170350056099,5625485805,С,Яринівка
UA56080170360037359,5625487605,Х,Чемерне
UA56080190000032614,5625086800,Н,Старосільська
UA56080190010083630,5625086801,С,Старе Село
UA56080190020034303,5625086803,С,Вежиця
UA56080190030091056,5625086802,С,Дроздинь
UA56080190040059392,5625086804,С,Переходичі
UA56080210000074337,5625455700,Н,Степанська
UA56080210010085738,5625455700,Т,Степань
UA56080210020094014,5625455705,С,Волоша
UA56080210030066067,5625455701,С,Грушівка
UA56080210040035261,5625455702,С,Двірець
UA56080210050060765,5625455703,С,Калинівка
UA56080210060066396,5625455707,С,Кузьмівка
UA56080210070068800,5625455704,С,Мельниця
UA56080210080094908,5625455708,С,Підгірник
UA56080210090082387,5625455706,С,Труди
UA56080210100079368,5625455709,С,Яблунька
UA59000000000057109,5900000000,О,Сумська
UA59020000000081905,5922000000,Р,Конотопський
UA59020010000024157,5922080400,Н,Бочечківська
UA59020010010057105,5922080401,С,Бочечки
UA59020010020080519,5922083002,С,Анютине
UA59020010030028515,5922083003,С,Бережне
UA59020010040036358,5922080402,С,Бондарі
UA59020010050059634,5922080403,С,Вовчик
UA59020010060071911,5922083001,С,Духанівка
UA59020010070029972,5922080404,С,Козацьке
UA59020010080062472,5922080405,С,Новомутин
UA59020010090028728,5922080406,С,Прилужжя
UA59020010100088627,5922080407,С,Савойське
UA59020010110029898,5922080408,С,Сахни
UA59020010120034896,5922080409,С,Хижки
UA59020010130025399,5922080410,С,Щекинське
UA59020030000072865,5920910100,Н,Буринська
UA59020030010075600,5920910100,М,Буринь
UA59020030020034794,5920910101,С,Атаманське
UA59020030030069981,5920980801,С,Біжівка
UA59020030040032712,5920980802,С,Болотівка
UA59020030050056776,5920984602,С,Бондарі
UA59020030060068951,5920985002,С,Бошівка
UA59020030070082827,5920910102,С,Верхня Сагарівка
UA59020030080059820,5920910103,С,Вікторинівка
UA59020030090062152,5920910104,С,Вознесенка
UA59020030100077174,5920910105,С,Воскресенка
UA59020030110011081,5920983202,С,Гатка
UA59020030120039589,5920982401,С,Гвинтове
UA59020030130059815,5920980803,С,Голуби
UA59020030140083488,5920910106,С,Дич
UA59020030150063262,5920910107,С,Дмитрівка
UA59020030160035884,5920983201,С,Дяківка
UA59020030170087517,5920910108,С,Жуківка
UA59020030180039729,5920984102,С,Ігорівка
UA59020030190083532,5920988803,С,Карпенкове
UA59020030200055230,5920984101,С,Клепали
UA59020030210094741,5920982402,С,Коновалове
UA59020030220028377,5920910109,С,Коренівка
UA59020030230047943,5920910110,С,Кубракове
UA59020030240015356,5920985001,С,Миколаївка
UA59020030250071218,5920984601,С,Михайлівка
UA59020030260034992,5920982403,С,Нечаївка
UA59020030270073340,5920910111,С,Нижня Сагарівка
UA59020030280040656,5920984603,С,Нова Олександрівка
UA59020030290046739,5920985402,С,Новий Мир
UA59020030300083595,5920910112,С,Нотаріусівка
UA59020030310061182,5920910113,С,Олександрівка
UA59020030320037727,5920985401,С,Піски
UA59020030330041112,5920983206,С,Сапушине
UA59020030340093138,5920986001,С,Слобода
UA59020030350019998,5920910114,С,Сорока
UA59020030360079787,5920910115,С,Степанівка
UA59020030370036086,5920910116,С,Суховерхівка
UA59020030380051446,5920984604,С,Темне
UA59020030390036356,5920910117,С,Тимофіївка
UA59020030400032936,5920910118,С,Успенка
UA59020030410085615,5920910119,С,Чалищівка
UA59020030420025819,5920910120,С,Червона Слобода
UA59020030430042003,5920988801,С,Черепівка
UA59020030440073013,5920910121,С,Чумакове
UA59020030450046620,5920982404,С,Шевченкове
UA59020030460039000,5920983207,С,Шпокалка
UA59020030470047391,5920983203,Х,Копилове
UA59020030480017782,5920983204,Х,Кошарське
UA59020030490012252,5920986002,Х,Леонтіївка
UA59020030500089647,5920986004,Х,Сорочинське
UA59020050000012539,5922055300,Н,Дубов’язівська
UA59020050010064541,5922055300,Т,Дубов’язівка
UA59020050020053714,5922089302,С,Базилівка
UA59020050030068414,5920981201,С,Бурики
UA59020050040054671,5922084902,С,Вишневе
UA59020050050075253,5920986402,С,Вишневий Яр
UA59020050060010690,5922081501,С,В’язове
UA59020050070049292,5922055303,С,Гамаліївка
UA59020050080039566,5922081901,С,Грузьке
UA59020050090090884,5922081902,С,Дубинка
UA59020050100047813,5922081502,С,Жигайлівка
UA59020050110035889,5922083501,С,Землянка
UA59020050120019422,5922083303,С,Капітанівка
UA59020050130048741,5922055304,С,Коханівка
UA59020050140054685,5922084901,С,Красне
UA59020050150041029,5922083301,С,Курилівка
UA59020050160061403,5922084905,С,Лебедєве
UA59020050170013863,5920986403,С,Молодівка
UA59020050180026754,5920986404,С,Пасьовини
UA59020050190077538,5922089303,С,Першотравневе
UA59020050200072827,5922055305,С,Полтавка
UA59020050210010145,5922087403,С,Рокитне
UA59020050220066660,5920981202,С,Романчукове
UA59020050230092372,5922087401,С,Салтикове
UA59020050240025855,5922055306,С,Сім’янівка
UA59020050250045350,5920986401,С,Сніжки
UA59020050260061494,5922081503,С,Совинка
UA59020050270096017,5922088101,С,Тернівка
UA59020050280072492,5922081504,С,Червоний Яр
UA59020050290029409,5920989101,С,Чернеча Слобода
UA59020050300022774,5922089301,С,Шпотівка
UA59020050310097709,5922055302,Х,Білозерка
UA59020050320022024,5922087402,Х,Білоусівка
UA59020050330098681,5922055307,Х,Тополине
UA59020070000032449,5910400000,Н,Конотопська
UA59020070010054283,5910400000,М,Конотоп
UA59020070020081483,5910490502,С,Калинівка
UA59020070030090364,5910490503,С,Лобківка
UA59020070040032122,5910490501,С,Підлипне
UA59020090000085438,5922610100,Н,Кролевецька
UA59020090010081204,5922610100,М,Кролевець
UA59020090020077404,5922680401,С,Алтинівка
UA59020090030077859,5922685502,С,Антонівка
UA59020090040023255,5922610101,С,Артюхове
UA59020090050027099,5922681702,С,Безкровне
UA59020090060023381,5922681701,С,Бистрик
UA59020090070098133,5922681201,С,Білогриве
UA59020090080037879,5922688201,С,Божок
UA59020090090053635,5922610102,С,Боцманів
UA59020090100011470,5922681501,С,Буйвалове
UA59020090110021193,5922682202,С,Васильківщина
UA59020090120033083,5922688203,С,Веселі Гори
UA59020090130040378,5922685503,С,Воргол
UA59020090140036962,5922682203,С,Воронцове
UA59020090150069113,5922686302,С,Горохове
UA59020090160050265,5922682201,С,Гречкине
UA59020090170044309,5922610103,С,Грибаньове
UA59020090180072339,5922610104,С,Грузьке
UA59020090190031644,5922686802,С,Губарівщина
UA59020090200056380,5922682204,С,Дідівщина
UA59020090210090661,5922683001,С,Добротове
UA59020090220056437,5922683401,С,Дубовичі
UA59020090230053002,5922686303,С,Жабкине
UA59020090240034113,5922688204,С,Заболотове
UA59020090250060942,5922688703,С,Загорівка
UA59020090260038335,5922683901,С,Зазірки
UA59020090270084623,5922682205,С,Заріччя
UA59020090280098630,5922684402,С,Заруддя
UA59020090290090955,5922683902,С,Калашинівка
UA59020090300011538,5922684401,С,Камінь
UA59020090310054495,5922686304,С,Кащенкове
UA59020090320084182,5922681703,С,Ковбасине
UA59020090330040148,5922686305,С,Кубахове
UA59020090340091327,5922685102,С,Лапшине
UA59020090350082094,5922685501,С,Литвиновичі
UA59020090360092693,5922685901,С,Локня
UA59020090370073177,5922685103,С,Любитове
UA59020090380083510,5922686101,С,Майорівка
UA59020090390045016,5922681704,С,Марухи
UA59020090400039699,5922681204,С,Медведеве
UA59020090410029427,5922681503,С,Миколаєнкове
UA59020090420084254,5922684403,С,Морозівка
UA59020090430065145,5922610105,С,Мостище
UA59020090440086664,5922686301,С,Мутин
UA59020090450080380,5922681505,С,Неровнине
UA59020090460070074,5922610106,С,Ніжинське
UA59020090470045927,5922683903,С,Новоселиця
UA59020090480079185,5922686801,С,Обтове
UA59020090490010205,5922686307,С,Отрохове
UA59020090500067076,5922681705,С,Папкине
UA59020090510088248,5922681205,С,Пасіка
UA59020090520048271,5922681206,С,Перемога
UA59020090530067600,5922682206,С,Пиротчине
UA59020090540058055,5922686803,С,Погорілівка
UA59020090550039581,5922688902,С,Покровське
UA59020090560011768,5922681706,С,Прогрес
UA59020090570094162,5922681707,С,Ретик
UA59020090580084857,5922610107,С,Реутинці
UA59020090590042043,5922681207,С,Сажалки
UA59020090600015010,5922681507,С,Свидня
UA59020090610086105,5922681708,С,Соломашине
UA59020090620038632,5922685101,С,Спаське
UA59020090630028121,5922681709,С,Срібровщина
UA59020090640099845,5922610108,С,Тарасівка
UA59020090650098776,5922683002,С,Терехове
UA59020090660020456,5922687701,С,Тулиголове
UA59020090670020337,5922686308,С,Хоменкове
UA59020090680062778,5922681208,С,Хрещатик
UA59020090690062661,5922681710,С,Червона Гірка
UA59020090700010580,5922681209,С,Шлях
UA59020090710026768,5922688701,С,Ярове
UA59020090720077781,5922688901,С,Ярославець
UA59020090730017516,5922681203,Х,Луч
UA59020090740065160,5922681504,Х,Мирне
UA59020110000066430,5923886300,Н,Новослобідська
UA59020110010060342,5923886301,С,Нова Слобода
UA59020110020066990,5923880701,С,Бояро-Лежачі
UA59020110030063954,5923886304,С,Бруски
UA59020110040057211,5923886305,С,Бувалине
UA59020110050014453,5923886306,С,Бунякине
UA59020110060062821,5923886307,С,Волинцеве
UA59020110070080282,5923884803,С,Воронівка
UA59020110080077963,5923885407,С,Вощинине
UA59020110090073723,5923886309,С,Гірки
UA59020110100058234,5923880702,С,Дорошівка
UA59020110110066275,5923886310,С,Жари
UA59020110120024474,5923885002,С,Іванівка
UA59020110130037659,5923886311,С,Князівка
UA59020110140066515,5923886312,С,Козлівка
UA59020110150035632,5923880703,С,Кружок
UA59020110160044047,5923886313,С,Линове
UA59020110170053914,5923884801,С,Мазівка
UA59020110180033309,5923885001,С,Манухівка
UA59020110190076552,5923885401,С,Мачулища
UA59020110200091205,5923886314,С,Мінакове
UA59020110210042173,5923886315,С,Нові Гончарі
UA59020110220085930,5923884805,С,Оріхівка
UA59020110230082572,5923884807,С,Почепці
UA59020110240027285,5923880704,С,Рівне
UA59020110250035254,5923886316,С,Сахарове
UA59020110260055325,5923886303,С,Свобода
UA59020110270067498,5923886317,С,Сиром’ятникове
UA59020110280070967,5923884809,С,Соловйове
UA59020110290014198,5923886318,С,Старі Гончарі
UA59020110300013446,5923885402,С,Уцькове
UA59020110310023472,5923886319,С,Чаплищі
UA59020110320049537,5923886320,С,Червоне Озеро
UA59020110330048670,5923886321,С,Ширяєве
UA59020110340050448,5923886322,С,Юр’єве
UA59020110350047854,5923886308,Х,Волинцівське
UA59020110360067326,5923884802,Х,Новослобідське
UA59020110370028169,5923886302,Х,Партизанське
UA59020130000060377,5922086600,Н,Попівська
UA59020130010094850,5922086601,С,Попівка
UA59020130020039295,5922084502,С,Андріївське
UA59020130030099854,5922080802,С,Броди
UA59020130040045479,5922080801,С,Великий Самбір
UA59020130050023872,5922081101,С,Вирівка
UA59020130060013029,5922087802,С,Вільне
UA59020130070086642,5922085002,С,Гути
UA59020130080070769,5922082601,С,Дептівка
UA59020130090037906,5922085003,С,Жолдаки
UA59020130100071255,5922086903,С,Калишенкове
UA59020130110058492,5922084101,С,Карабутове
UA59020130120016900,5922084501,С,Кошари
UA59020130130092913,5922085001,С,Кузьки
UA59020130140045369,5922081103,С,Лисогубівка
UA59020130150093705,5922085401,С,Малий Самбір
UA59020130160098028,5922086904,С,Мар’янівка
UA59020130170094465,5922085801,С,Мельня
UA59020130180017157,5922086001,С,Михайло-Ганнівка
UA59020130190012015,5922084102,С,Нехаївка
UA59020130200054757,5922084503,С,Нечаївське
UA59020130210057132,5922086905,С,Нове
UA59020130220034599,5922085004,С,Новоселівка
UA59020130230020110,5922086906,С,Озаричі
UA59020130240028734,5922086401,С,Пекарі
UA59020130250036991,5922088702,С,Привокзальне
UA59020130260074298,5922086901,С,Присеймів’я
UA59020130270047917,5922085007,С,Раки
UA59020130280090229,5922081105,С,Сарнавщина
UA59020130290018495,5922086603,С,Селище
UA59020130300085990,5922087801,С,Соснівка
UA59020130310047394,5922081106,С,Таранське
UA59020130320041907,5922089002,С,Торговиця
UA59020130330020678,5922086604,С,Тулушка
UA59020130340077960,5922086003,С,Турутине
UA59020130350049280,5922086005,С,Улянівка
UA59020130360037767,5922086007,С,Фесівка
UA59020130370076700,5922086907,С,Чорноплатове
UA59020130380057468,5922088701,С,Шаповалівка
UA59020130390069690,5922089001,С,Шевченкове
UA59020130400081301,5922089601,С,Юрівка
UA59020130410073052,5922081102,Х,Заводське
UA59020130420045883,5922086902,Х,Залізничне
UA59020130430086343,5922081104,Х,Питомник
UA59020130440023638,5922087803,Х,Шевченківське
UA59020150000078955,5923810100,Н,Путивльська
UA59020150010023159,5923810100,М,Путивль
UA59020150020012876,5923882802,С,Білогалиця
UA59020150030029784,5923880401,С,Бобине
UA59020150040079765,5923882302,С,Вегерівка
UA59020150050044410,5923881401,С,Веселе
UA59020150060012884,5923881901,С,Волокитине
UA59020150070080490,5923882301,С,В’язенка
UA59020150080044810,5923882303,С,В’ятка
UA59020150090089235,5923888103,С,Голубкове
UA59020150100011923,5923886701,С,Зарічне
UA59020150110076955,5923882801,С,Зінове
UA59020150120079213,5923883805,С,Зозулине
UA59020150130091965,5923888402,С,Іванівське
UA59020150140018864,5923888105,С,Іллінське
UA59020150150035481,5923887703,С,Кагань
UA59020150160085365,5923883809,С,Кардаші
UA59020150170073997,5923883401,С,Козаче
UA59020150180032210,5923886702,С,Корольки
UA59020150190071974,5923882304,С,Котівка
UA59020150200041095,5923881902,С,Кочерги
UA59020150210062614,5923883811,С,Красне
UA59020150220094298,5923881903,С,Кубареве
UA59020150230064163,5923882805,С,Курдюмове
UA59020150240023663,5923882806,С,Латишівка
UA59020150250093849,5923883402,С,Малушине
UA59020150260059500,5923887003,С,Мишутине
UA59020150270036833,5923888403,С,Нова Шарпівка
UA59020150280031070,5923882305,С,Окіп
UA59020150290076651,5923882807,С,Пересипки
UA59020150300033953,5923880404,С,Пищикове
UA59020150310094546,5923882808,С,Пішкове
UA59020150320043345,5923880405,С,Плахівка
UA59020150330092592,5923888107,С,Плотникове
UA59020150340045047,5923883815,С,Пруди
UA59020150350075565,5923887001,С,Рев’якине
UA59020150360015519,5923887705,С,Ротівка
UA59020150370088276,5923882306,С,Роща
UA59020150380048160,5923887201,С,Руднєве
UA59020150390048371,5923883801,С,Сафонівка
UA59020150400016765,5923883817,С,Селезнівка
UA59020150410096876,5923883403,С,Сімейкине
UA59020150420027120,5923886703,С,Скуносове
UA59020150430052056,5923882810,С,Сонцеве
UA59020150440066813,5923883819,С,Спадщина
UA59020150450068501,5923888405,С,Стара Шарпівка
UA59020150460066770,5923887701,С,Стрільники
UA59020150470036605,5923888109,С,Суворове
UA59020150480077353,5923880406,С,Товченикове
UA59020150490077077,5923888111,С,Трудове
UA59020150500081071,5923882811,С,Харівка
UA59020150510064136,5923882307,С,Ховзівка
UA59020150520024628,5923888101,С,Чорнобривкине
UA59020150530071660,5923881404,С,Шулешівка
UA59020150540023314,5923882814,С,Щекине
UA59020150550053254,5923881904,С,Щербинівка
UA59020150560033418,5923888401,С,Яцине
UA59040000000045652,5920300000,Р,Охтирський
UA59040010000075530,5925080800,Н,Боромлянська
UA59040010010031876,5925080801,С,Боромля
UA59040010020038695,5925080808,С,Братське
UA59040010030058218,5925080802,С,Вовків
UA59040010040077720,5925080809,С,Градське
UA59040010050025820,5925080810,С,Гребениківка
UA59040010060091312,5925080811,С,Жигайлівка
UA59040010070056346,5925080803,С,Мозкове
UA59040010080054562,5925080812,С,Набережне
UA59040010090018283,5925080804,С,Новгородське
UA59040010100065587,5925080805,С,Пархомівка
UA59040010110019776,5925080806,С,Першотравневе
UA59040010120099902,5925080807,С,Шевченків Гай
UA59040030000060142,5921255100,Н,Великописарівська
UA59040030010059554,5921255100,Т,Велика Писарівка
UA59040030020051006,5921281302,С,Братениця
UA59040030030074236,5921280501,С,Вільне
UA59040030040057003,5921281301,С,Дмитрівка
UA59040030050041414,5921281701,С,Добрянське
UA59040030060031196,5921280502,С,Дружба
UA59040030070085116,5921280503,С,Їздецьке
UA59040030080045778,5921286302,С,Копійки
UA59040030090064755,5921283602,С,Лугівка
UA59040030100018171,5921281303,С,Лукашівка
UA59040030110087239,5921281304,С,Олександрівка
UA59040030120038500,5921283201,С,Пожня
UA59040030130030845,5921255101,С,Пономаренки
UA59040030140096498,5921283601,С,Попівка
UA59040030150024274,5921284001,С,Розсоші
UA59040030160034264,5921281703,С,Сидорова Яруга
UA59040030170027854,5921286303,С,Спірне
UA59040030180040026,5921280504,С,Станичне
UA59040030190034032,5921283603,С,Стрілецька Пушкарка
UA59040030200032742,5921285201,С,Тарасівка
UA59040030210024278,5921281305,С,Шевченкове
UA59040030220095474,5921280505,С,Широкий Берег
UA59040030230012257,5921280506,С,Шурове
UA59040030240040460,5921286301,С,Ямне
UA59040050000033127,5920382400,Н,Грунська
UA59040050010080063,5920382401,С,Грунь
UA59040050020035347,5920382402,С,Аврамківщина
UA59040050030093016,5920382404,С,Бандури
UA59040050040013720,5920382405,С,Бідани
UA59040050050097770,5920382406,С,В’язове
UA59040050060047652,5920382407,С,Гнилиця
UA59040050070015685,5920382408,С,Жолоби
UA59040050080032899,5920382409,С,Івахи
UA59040050090079733,5920382410,С,Куземин
UA59040050100084591,5920382411,С,Молодецьке
UA59040050110038261,5920382412,С,Пластюки
UA59040050120046720,5920382413,С,Рибальське
UA59040050130081402,5920382414,С,Рубани
UA59040050140067585,5920382415,С,Скелька
UA59040050150030548,5920382416,С,Шабалтаєве
UA59040050160095771,5920382417,С,Шаповалівка
UA59040050170013143,5920382403,С,Шолудьки
UA59040070000045520,5921255400,Н,Кириківська
UA59040070010092324,5921255400,Т,Кириківка
UA59040070020043516,5921255403,С,Березівка
UA59040070030040377,5921255404,С,Василівка
UA59040070040025304,5921255405,С,Веселе
UA59040070050015672,5921255406,С,Вищевеселе
UA59040070060030891,5921255407,С,Іванівка
UA59040070070072732,5921255408,С,Катанське
UA59040070080071888,5921255409,С,Катеринівка
UA59040070090016209,5921255410,С,Майське
UA59040070100038536,5921255402,С,Маракучка
UA59040070110034935,5921255411,С,Мирне
UA59040070120058094,5921255412,С,Рідне
UA59040070130042994,5921255413,С,Рябина
UA59040070140073870,5921255414,С,Яблучне
UA59040090000041737,5920383600,Н,Комишанська
UA59040090010082032,5920383601,С,Комиші
UA59040090020067171,5920383606,С,Бурячиха
UA59040090030071945,5920383607,С,Гусарщина
UA59040090040033241,5920383608,С,Закаблуки
UA59040090050011672,5920383609,С,Карпилівка
UA59040090060036512,5920383610,С,Качанівка
UA59040090070040743,5920383611,С,Кударі
UA59040090080028769,5920383602,С,Лимареве
UA59040090090053107,5920383612,С,Мала Павлівка
UA59040090100065733,5920383613,С,Миколаївка
UA59040090110078811,5920383614,С,Неплатине
UA59040090120015523,5920383603,С,Овчаренки
UA59040090130088023,5920383604,С,Озера
UA59040090140063137,5920383605,С,Перелуг
UA59040090150045501,5920383615,С,Щоми
UA59040110000026694,5910200000,Н,Охтирська
UA59040110010017443,5910200000,М,Охтирка
UA59040110020066364,5910290002,С,Будне
UA59040110030040069,5910290001,С,Велике Озеро
UA59040110040048079,5910290003,С,Залужани
UA59040110050033533,5910290004,С,Климентове
UA59040110060077097,5910290005,С,Козятин
UA59040110070013809,5910290006,С,Піски
UA59040110080037318,5910290008,С,Поділ
UA59040110090071571,5910290007,С,Пристань
UA59040110100074705,5910290009,С,Сосонка
UA59040110110068212,5910290010,С,Стара Іванівка
UA59040130000041676,5925010100,Н,Тростянецька
UA59040130010060037,5925010100,М,Тростянець
UA59040130020054375,5925085002,С,Артемо-Растівка
UA59040130030094126,5925080401,С,Білка
UA59040130040038863,5925085402,С,Братське
UA59040130050087661,5925081201,С,Буймер
UA59040130060082788,5925080402,С,Вишневе
UA59040130070044017,5925080403,С,Грузьке
UA59040130080013013,5925082001,С,Дернове
UA59040130090014406,5925010101,С,Зарічне
UA59040130100025391,5925085003,С,Золотарівка
UA59040130110092488,5925081202,С,Зубівка
UA59040130120018702,5925010102,С,Кам’янецьке
UA59040130130075726,5925010103,С,Кам’янка
UA59040130140040403,5921284802,С,Крамчанка
UA59040130150044529,5925083901,С,Криничне
UA59040130160040894,5925010104,С,Лучка
UA59040130170045862,5925084601,С,Люджа
UA59040130180021463,5925085001,С,Мартинівка
UA59040130190099726,5925083903,С,Машкове
UA59040130200063523,5925085401,С,Мащанка
UA59040130210023528,5925080404,С,Микитівка
UA59040130220091683,5925086201,С,Ницаха
UA59040130230084876,5925080405,С,Новоселівка
UA59040130240073998,5925086203,С,Новоукраїнка
UA59040130250034703,5925087802,С,Оводівка
UA59040130260047426,5925080406,С,Олексине
UA59040130270012718,5925086701,С,Печини
UA59040130280073454,5925087202,С,Поляне
UA59040130290080657,5925082002,С,Рябівка
UA59040130300096745,5925086702,С,Савелове
UA59040130310047671,5925087201,С,Семереньки
UA59040130320095092,5925081204,С,Скрягівка
UA59040130330037571,5921284801,С,Солдатське
UA59040130340014777,5925087801,С,Станова
UA59040130350011918,5925087803,С,Тучне
UA59040130360010106,5925080407,С,Хвощова
UA59040130370039132,5925081203,Х,Виноградне
UA59040130380035117,5925083902,Х,Лісне
UA59040150000076482,5920389200,Н,Чернеччинська
UA59040150010086436,5920389201,С,Чернеччина
UA59040150020096703,5920389208,С,Бакирівка
UA59040150030076496,5920389202,С,Борзівщина
UA59040150040042805,5920389209,С,Бугрувате
UA59040150050015522,5920389210,С,Буймерівка
UA59040150060033772,5920389211,С,Вербове
UA59040150070099818,5920389212,С,Веселий Гай
UA59040150080062433,5920389213,С,Високе
UA59040150090060838,5920389214,С,Восьме Березня
UA59040150100041998,5920389215,С,Гай-Мошенка
UA59040150110063822,5920389203,С,Доброславівка
UA59040150120073960,5920389204,С,Журавне
UA59040150130053984,5920389216,С,Залісне
UA59040150140029955,5920389217,С,Кардашівка
UA59040150150029400,5920389218,С,Корабельське
UA59040150160065879,5920389219,С,Кудряве
UA59040150170093833,5920389220,С,Литовка
UA59040150180046496,5920389221,С,Лутище
UA59040150190064748,5920389222,С,Манчичі
UA59040150200028288,5920389223,С,Мирне
UA59040150210053865,5920389224,С,Михайленкове
UA59040150220085803,5920389225,С,Мошенка
UA59040150230079668,5920389226,С,Перемога
UA59040150240018235,5920389227,С,Пилівка
UA59040150250087074,5920389228,С,Підлозіївка
UA59040150260023656,5920389229,С,Пологи
UA59040150270062273,5920389205,С,Попелівщина
UA59040150280062251,5920389206,С,Риботень
UA59040150290090855,5920389230,С,Сонячне
UA59040150300037042,5920389231,С,Українка
UA59040150310063243,5920389232,С,Хухра
UA59040150320040149,5920389207,С,Ясенове
UA59040170000054314,5920355500,Н,Чупахівська
UA59040170010043267,5920355500,Т,Чупахівка
UA59040170020022860,5920382802,С,Буро-Рубанівка
UA59040170030095466,5920355501,С,Всадки
UA59040170040075904,5920386302,С,Горяйстівка
UA59040170050037309,5920355502,С,Грінченкове
UA59040170060044959,5920355504,С,Грунька
UA59040170070039936,5920382801,С,Довжик
